1,5,5,1,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,0,0,0,0,1,0,5,0,0,0,0
3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-3,3,3,0,0,0,0,0,3,3,0,0,0
4,5,3,3,0,0,1,0,5,3,0,3,0,0,3,0,0,0,3,0,3,3,3,0,3,0,3,3,5,0,5
5,5,0,0,0,3,0,0,5,5,0,0,1,0,1,0,3,0,0,0,0,0,-3,2,0,0,5,3,0,0,3
6,0,3,0,3,0,0,0,3,0,0,0,5,0,1,0,1,0,3,0,3,0,0,0,3,0,0,0,3,0,0
7,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,1,3,0,0,0,0,0,0,5,3,5
8,5,1,0,0,5,0,3,0,0,5,0,5,0,0,5,1,1,5,1,5,5,5,5,5,-3,0,0,5,0,5
9,3,0,5,0,1,0,0,5,3,0,1,0,0,1,0,0,-3,1,5,0,3,0,0,3,0,-3,3,0,0,0
10,3,0,5,0,0,0,0,3,0,3,0,0,0,1,0,1,0,3,0,0,0,0,0,3,0,1,0,0,0,0
11,5,1,-3,3,5,0,0,3,3,1,3,0,3,5,3,0,0,0,0,0,0,5,5,5,3,5,3,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,5,1,3,0,0,0,0,0,3,0,5,0,0,1,0,0,0,3,0,3,0,1,1,5,0,3,3,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
15,5,-3,5,1,0,0,0,1,0,0,3,0,0,0,0,0,0,3,3,5,0,3,0,3,0,3,3,0,0,0
16,5,3,5,0,0,0,0,0,0,3,3,5,3,3,5,3,0,5,3,1,0,5,5,5,1,5,3,3,0,3
17,5,0,3,0,0,0,0,0,1,0,0,3,0,0,-3,0,0,3,0,3,0,-3,1,-3,0,3,0,0,0,0
18,0,1,5,3,0,3,0,0,0,3,3,3,0,0,0,0,0,3,0,0,1,1,0,3,0,5,3,0,0,0
19,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,5,0,0,0
20,0,5,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,1,3,-3,5,5,0,1,5,5,0,0,0,0
21,0,0,0,0,1,0,0,0,0,0,0,-5,0,0,0,0,0,0,-3,1,0,1,0,-3,0,3,0,0,0,0
22,3,0,3,0,0,0,0,0,0,0,1,-3,-3,0,0,0,0,3,1,3,0,3,3,3,-5,5,1,3,0,5
23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24,5,1,5,5,3,1,3,-5,0,0,3,5,-5,1,1,-3,1,3,3,3,-3,3,1,3,-5,3,3,1,1,1
25,5,3,5,0,3,-5,0,0,0,0,0,0,0,1,0,0,1,0,3,-5,1,5,0,5,0,5,0,5,0,0
26,3,5,5,3,0,0,-3,5,1,0,5,-3,1,0,-2,1,-3,1,1,3,3,1,-3,1,-3,5,5,-3,-3,-3
27,5,5,-3,-3,-3,-3,-3,5,-3,1,-3,1,-3,3,-3,-3,-3,5,3,3,-3,-3,-3,3,-3,3,-3,-3,-3,-3
28,5,5,5,5,3,-3,1,5,5,1,5,3,0,5,3,1,3,3,-5,1,5,-3,1,3,0,5,5,5,3,1
29,5,0,5,5,0,0,0,5,0,0,1,3,0,5,0,3,0,5,3,5,0,5,0,5,0,3,0,0,-3,-5
30,5,5,5,0,0,0,0,-3,0,0,8,0,0,0,0,0,0,3,0,3,3,0,0,5,0,5,3,3,0,3
31,5,1,3,0,0,0,0,0,0,0,1,3,0,3,0,0,0,3,5,1,0,5,0,0,0,1,1,0,0,3
32,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,-5,1,5,3,0,5
33,0,0,3,0,-3,0,0,3,5,0,0,3,0,0,3,3,0,0,0,-3,0,3,1,3,0,5,0,0,3,0
34,5,0,3,0,0,0,0,0,1,0,5,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,-3,3,3,0,0,0,0,0,0,1,1,0,1,3,0,1,3,0,5,5,1,-3,3,0,1,1,1,0,1
37,3,1,3,3,1,0,1,0,0,-5,-3,0,-5,0,0,0,0,0,3,0,5,-3,0,3,-5,3,-3,1,0,0
38,3,5,5,0,5,0,0,5,0,0,5,5,5,5,0,3,0,3,1,1,1,3,1,0,5,0,5,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,5,5,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,5,5,0,5,0,5,0,0,0,5
41,0,0,3,0,0,0,0,0,0,0,0,-3,0,0,0,1,0,1,0,3,0,-3,0,-5,-5,3,0,0,0,3
42,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,5,0,0,0,3,0,0,1,3
43,0,0,5,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,5,0,3,0,0,5,0,0,0
44,3,0,3,1,0,0,0,0,0,0,0,3,-3,1,0,0,0,3,3,0,0,1,0,3,0,5,0,0,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,5,3,5,1,0,0,0,-3,3,3,0,1,1,1,1,3,0,1,1,0,0,1,0,3,3,5,0,0,0,0
47,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,-5,0,-5,0,-5,0,3,3,0,0,0,0,0
48,5,5,5,0,0,5,0,0,0,0,5,5,5,5,5,5,0,5,5,5,0,5,5,5,5,5,5,5,5,5
49,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,1,3,0,0,3,0,3,0,0
50,3,3,0,0,0,3,0,0,1,3,5,3,1,5,5,0,-3,3,5,3,5,5,1,3,-3,5,5,3,1,5
51,5,1,5,5,3,1,3,-5,-3,0,-5,-5,-5,3,5,3,3,5,3,5,5,1,1,5,-5,5,1,3,-5,-3
52,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
53,0,8,1,5,0,0,0,3,-3,0,5,5,5,0,5,5,0,0,0,0,3,0,0,5,5,0,3,0,0,5
54,5,3,-3,-3,3,0,0,0,0,0,1,3,1,0,0,1,0,5,1,0,5,1,0,5,1,5,1,-5,0,0
55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-5,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,3,1,3,0,0,0,0,0,0,0,0,1,-5,3,1,3,1,1,0,1,1,1,0,1,0,1,0,0,0,0
58,5,3,3,0,0,0,0,0,5,0,5,3,1,1,3,0,0,5,5,1,3,5,1,3,1,5,5,-1,3,5
59,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,3,0,0,5,0,0,0,5,0,0,0,0
60,0,0,0,0,0,0,5,0,5,0,0,-5,-5,5,0,5,5,0,0,0,5,0,0,0,-5,0,0,0,5,0
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,3,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
64,3,0,5,-3,0,0,0,0,0,0,0,3,0,3,3,3,0,1,1,1,3,-5,0,3,0,5,0,5,0,5
65,5,5,5,0,0,0,0,0,0,0,1,5,-3,5,1,5,1,5,5,5,-5,5,1,5,-5,3,1,1,1,0
66,5,-3,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,5,0,5,0,1,0,0,0,3
67,5,5,3,0,0,0,0,1,3,-5,3,1,-5,1,1,0,0,3,0,3,3,3,5,5,-5,3,3,3,3,3
68,3,0,3,3,0,0,0,0,1,0,1,1,0,0,1,0,0,0,3,5,1,1,0,3,0,1,1,1,0,0
69,5,3,5,3,0,0,0,0,1,0,5,-3,0,3,1,0,1,3,3,3,3,3,3,3,0,5,5,3,-3,3
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,5,0,5,0
71,5,0,0,3,3,0,0,0,0,0,3,5,3,5,5,5,0,0,0,0,1,5,0,5,3,5,1,5,0,0
72,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0
73,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,5,0,3,0,3,0,3,0,1,0,0
74,5,0,5,1,0,0,0,0,0,0,0,5,-5,-3,1,5,3,1,5,-5,3,5,-3,5,0,0,0,5,1,5
75,5,5,0,0,0,0,0,0,0,0,5,5,5,0,5,0,5,5,5,5,0,5,0,5,5,5,5,5,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,3,5
78,5,3,5,0,3,0,0,5,0,0,3,1,-5,3,1,1,0,5,1,5,5,5,5,3,-5,5,3,5,0,5
79,0,0,5,0,0,0,3,5,0,0,0,1,5,5,0,3,3,0,5,0,5,0,0,0,5,0,0,3,5,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,5,0,5,5,0,1,5,5,0,0,3,3,0,3,3,3,0,5,0,5,0,5,0,3,-3,5,5,5,0,5
82,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,1,0,0,0,3,1,0,1,0,1,0,3,0,0
83,0,0,5,0,0,0,0,0,0,0,0,-3,0,1,0,3,0,0,0,0,5,3,3,5,0,0,0,3,0,0
84,5,1,5,5,0,3,1,5,0,0,1,3,1,3,3,0,0,3,3,3,0,5,3,5,5,3,0,0,0,0
85,3,3,3,5,0,0,0,0,0,3,0,0,0,1,0,0,0,3,5,-3,0,3,0,3,0,3,3,0,0,0
86,3,5,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,3,0,0,3,5,1,3,0,5,1,1,0,5
87,5,0,5,-3,0,0,0,3,0,0,5,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0
88,1,3,0,3,1,0,0,5,1,1,3,-3,-5,0,0,0,0,1,3,3,0,3,1,3,-5,3,3,0,0,0
89,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,1,0,3,3,-3,0,-3,1,-5,5,3,3,0,0
90,3,0,0,0,0,1,0,0,3,0,0,3,0,3,1,1,3,3,1,3,3,3,1,3,0,3,0,3,3,3
91,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,5,3,5,3,-1,3,0,5,1,5,3,5
92,5,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,5,1,-3,0,-5,0,0,-3,0,0
93,3,3,1,5,3,0,-3,5,1,0,1,0,0,0,0,0,-3,0,0,0,0,0,0,1,3,0,0,0,0,5
94,3,0,0,0,0,0,0,1,1,0,0,0,0,5,3,3,1,1,1,1,1,1,0,0,0,0,0,3,0,0
95,5,1,5,5,0,0,0,0,5,0,0,3,0,5,5,0,0,0,0,0,3,5,0,3,1,5,1,3,1,5
96,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,1,0,0,5,5,0,0,3
97,3,0,5,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0
